id_docente;nombre_docente;dirección;numero_secciones
00054968;Patricia Myriam Hernández;Calle 171N # 9-80 Bodega 476 131998 Norosí, Bolívar;4
00055597;Carlos Yeferson Martínez;Diagonal 2 Este # 3-8 Este 688906 El Carmen de Chucurí, Santander;4
00055361;Germán Mosquera Álvarez;Av. Álvarez # 5-1 Sur Apartamento 57 997814 Cumaribo, Vichada;2
00055512;Lady Romero Moreno;Cl. 4V # 45V-19 Este 155762 Tipacoque, Boyacá;2
00055472;Jhon Hurtado González;Calle 6P Sur # 64-75 Sur 477652 Tenerife, Magdalena;4
00055358;Jorge Iván Escobar Sánchez;Cl. 91 # 76-5 683484 Albania, Santander;1
00055319;Carmen Zoraida Mesa;Avenida Chinavita # 7-21 Sur Apartamento 33 686142 Albania, Santander;3
00054975;Felipe José Rodríguez Rojas;Cl. 40 # 93S-41 Sur 273283 Nóvita, Chocó;1
00054836;Iván Gutiérrez;Diagonal 8ª # 2-4 Este 152008 Chita, Boyacá;2
00055813;Patricia Solano;Calle 7ª # 16-2 Apto. 57 686592 Girón, Santander;3
00055672;Edilberto Víctor Jiménez;Avenida calle 9ª # 9W-70 Sur 731018 Palocabildo, Tolima;2
00055579;Antonio Alfonso Zuluaga Montoya;Av. calle 5ª # 26R-81 Este 206942 Chiriguaná, Cesar;2
00055323;Isabel Mejía;Dg. 9F Bis # 33-1 769391 Ginebra, Valle del Cauca;2
00054945;Alexandra Rojas González;Avenida carrera 8ª # 45-99 Este Oficina 113 253504 Paime, Cundinamarca;2
00055333;José Héctor Patiño Bravo;Calle 182 # 21-4 Apto. 829 763025 Jamundí, Valle del Cauca;4
00055627;Robinson Luis Duque Durán;Cr. 51F # 10W-6 Sur 256965 Fómeque, Cundinamarca;4
00055122;Laura María Ospino;Avenida calle 5ª # 43-5 Sur Apartamento 72 256810 San Antonio del Tequendama, Cundinamarca;1
00055028;Ricardo Loaiza Pulido;Cl. 2 Este # 3-3 Sur 055643 Cocorná, Antioquia;4
00055642;Emma Mena;Cr. 74 # 20-4 Sur Local 82 684945 Curití, Santander;4
00055209;Jessica Carmen Sierra García;Calle 5ª # 18-6 159916 El Espino, Boyacá;1
00055150;María Mendoza Perdomo;Cr. 79 # 9-3 Este 058621 Jardín, Antioquia;2
00054994;Felipe Ramírez;Av. Restrepo # 72-9 Este 052331 Vegachí, Antioquia;2
00055104;Maritza Jessica Rivera;Av. carrera 143 # 56A-6 Sur Apartamento 3 150293 Puerto Boyacá, Boyacá;1
00054891;Eduardo Cristian Gaviria Rodríguez;Cl. 2ª # 90-8 Este 767928 El Águila, Valle del Cauca;1
00055039;León Narváez;Cl. 3ª # 89X-43 Este Apto. 42 179389 Viterbo, Caldas;3
00055588;Yudy Ospina Ayala;Dg. 37 # 21T-75 Este Etapa 5 apartamento 919 274439 Tadó, Chocó;1
00055715;Nelly Bertha Zapata;Carrera 4U # 9-7 Sur 521221 Roberto Payán, Nariño;4
00055651;Jennifer Melo;Cr. 10 # 27-57 Este Oficina 63 253893 Paime, Cundinamarca;4
00055186;Daniel González Gutiérrez;Cr. 1ª # 2-8 Sur Torre 5 apartamento 5 548499 La Playa, Norte de Santander;1
00055243;Óscar Mena;Avenida Alirio Franco Sierra # 1X-47 Este Apartamento 886 272881 Carmen del Darién, Chocó;4
00055068;Mayra Consuelo Martínez Bedoya;Dg. 136Z Sur # 48-90 Sur 540688 Herrán, Norte de Santander;4
00055181;Antonio Gómez;Cl. 46J # 42U-6 Este 154615 Tasco, Boyacá;4
00055202;Maritza Elena Ramírez;Avenida Álvaro Barrios Rangel # 9-2 Este 157757 Iza, Boyacá;3
00054842;Magnolia Fernanda Torres Calderón;Calle 4ª # 31-55 Este Casa 15 054600 Marinilla, Antioquia;4
00054855;Cristina Castillo;Carrera 103 # 1-27 Sur Local 52 251472 Une, Cundinamarca;3
00055801;Omar José Gómez;Tr. 94U # 6-6 Este Oficina 99 202367 Chimichagua, Cesar;1
00055182;María Gil;Av. Moreno # 4-6 Sur Oficina 46 209734 Agustín Codazzi, Cesar;2
00055481;Julián González;Carrera 9H # 52-9 Sur Apto. 422 525686 Córdoba, Nariño;2
00055415;John Jiménez Guevara;Cr. 74 # 8-5 Sur Oficina 32 158451 Jenesano, Boyacá;1
00055570;Gildardo Rincón Sierra;Diagonal 4ª # 76-9 253904 Suesca, Cundinamarca;2
00054880;Rosario Elvira Pérez;Carrera 24 Este # 6C-8 504940 Castilla la Nueva, Meta;3
00055650;Víctor Esteban Cantillo;Transversal 2ª # 8-9 Sur Apartamento 6 058270 San Andrés de Cuerquía, Antioquia;4
00055345;María Barrera Fernández;Avenida Nelson Barrios Franco # 48-87 Sur Apto. 549 157544 Almeida, Boyacá;4
00055127;Nury Corredor;Carrera 31 # 4-8 Este 056680 San Luis, Antioquia;3
00055075;Eduardo Mora;Tr. 28 # 53-3 Sur Torre 8 apartamento 631 507826 San Juanito, Meta;2
00055749;Martín Vargas Espitia;Transversal 38 # 3-56 Sur 478175 Algarrobo, Magdalena;2
00055177;Sebastián Ruiz;Cl. 7ª # 2-1 151809 Sativanorte, Boyacá;4
00055392;Leonardo Jorge Guevara;Cl. 14 # 4-2 Sur Local 776 259360 La Vega, Cundinamarca;3
00055270;José Ortega;Cr. 113G # 5-38 Este 058427 San Jerónimo, Antioquia;1
00055069;Patricia Clara Vargas;Carrera 5F Este # 11-8 Este Bodega 183 760056 Ulloa, Valle del Cauca;4
00055615;Karen Álvarez González;Tr. 13 # 67-57 Sur Bodega 18 665327 Santuario, Risaralda;1
00054852;Iván Fabio Rentería Murcia;Calle 26 # 25-6 Sur Casa 6 502337 San Juanito, Meta;1
00055058;Erika Sandra Castaño;Av. James Hoyos # 10-82 Sur Apartamento 6 256214 Une, Cundinamarca;4
00055370;Angélica Parada Romero;Calle 27 # 3-3 730612 Piedras, Tolima;2
00055657;Luz Castro;Carrera 1ª # 36A-1 683921 Ocamonte, Santander;2
00055500;Ángel Dario Londoño Soto;Avenida carrera 19 # 3-8 417785 La Argentina, Huila;1
00055684;Nubia Rosa García Bonilla;Carrera 24 # 7-7 258369 Simijaca, Cundinamarca;3
00055758;Nancy Norma Martínez;Diagonal 58T # 3-85 Bodega 92 505447 Cubarral, Meta;4
00055584;Doris Garzón;Carrera 131 # 5-11 Apto. 6 912608 Tarapacá, Amazonas;2
00055752;Mauricio Jaime Mejía;Carrera 10 # 76-6 Este Apartamento 514 544264 Sardinata, Norte de Santander;1
00055802;Alberto Rodríguez González;Av. calle 9ª # 50-92 Sur 544689 Lourdes, Norte de Santander;2
00055367;Felipe Wilfrido Ruiz;Av. Caquetá # 44-48 Sur 150722 Santana, Boyacá;1
00054982;Luis Flórez Garzón;Cr. 7 Sur # 75-8 Apartamento 18 159621 San Mateo, Boyacá;3
00055184;Ferney Arias Peña;Cr. 4A # 2H-86 Bodega 389 762003 Argelia, Valle del Cauca;4
00054839;Cecilia Luz Monsalve;Avenida carrera 95 # 7-5 Sur 854624 Sácama, Casanare;2
00055761;Daniela Acevedo Bejarano;Dg. 47 # 32-5 Este 255321 Chía, Cundinamarca;4
00055219;Sebastián Salazar López;Cr. 105V # 9-51 Este Apto. 5 205753 Chimichagua, Cesar;3
00055644;Elvis Wilmer Castro Hoyos;Tr. 1I Bis T # 8-87 Etapa 1 apartamento 8 475260 Pivijay, Magdalena;1
00055140;Martha Castellanos;Cr. 52 # 3-5 527082 La Unión, Nariño;3
00055144;Marina Martha Sánchez;Cr. 182 # 43-60 Este Oficina 69 850265 Sácama, Casanare;2
00055017;Liliana Blanca Pérez;Cr. 31 # 3-67 Este Etapa 1 apartamento 49 443806 El Molino, La Guajira;3
00055395;Johana Forero Prieto;Diagonal 60 # 6-92 Este Apto. 92 190457 Timbío, Cauca;3
00055516;Yolanda Isabel Hoyos;Avenida calle 3ª # 4V-18 Este 050691 Granada, Antioquia;1
00055031;Camilo Francisco Zambrano;Calle 13 # 2-5 Sur Apartamento 32 251195 Nocaima, Cundinamarca;3
00055718;Valentina Cecilia Ramírez Pérez;Calle 2 Este # 5-45 Sur 688942 Hato, Santander;2
00055717;Lucía Rodríguez;Cl. 80 # 2G-1 Sur 255676 Une, Cundinamarca;1
00055065;Enrique José Mantilla García;Calle 81 # 6-3 Este 250584 Tibirita, Cundinamarca;2
00055745;Carmen Barbosa;Calle 122 # 2-76 Sur 851906 Recetor, Casanare;3
00055052;Luz Fajardo Carmona;Carrera 7ª # 4-3 Sur 257184 Madrid, Cundinamarca;2
00055327;David Juan Salazar;Avenida carrera 3ª # 38-59 Sur 083233 Galapa, Atlántico;2
00055414;Francisco Arango;Calle 4R # 39-3 Sur Local 1 472402 Zapayán, Magdalena;4
00054913;Eliecer Alejandro Pabón;Avenida calle 7ª # 84-9 Sur 680931 Villanueva, Santander;1
00054925;Carolina Hernández Vásquez;Av. Concordia # 9-1 Torre 7 apartamento 400 731277 Fresno, Tolima;2
00055294;Patricia Angulo Bohórquez;Cr. 9F # 3-8 502765 El Castillo, Meta;4
00055788;Estela Moreno Montoya;Calle 28 # 64-4 Sur Bodega 66 737243 San Antonio, Tolima;4
00055645;Leonardo Portilla Carvajal;Cl. 41 # 3-3 Sur Casa 68 415876 Guadalupe, Huila;2
00055664;Alex Bermúdez Castro;Calle 74 # 3X-9 Sur 526376 Cumbal, Nariño;1
00054965;Julián Riascos Franco;Carrera 71 # 50W-85 Sur Torre 5 apartamento 68 251842 Bojacá, Cundinamarca;2
00055580;Álvaro Torres;Dg. 1 Sur # 9Q-77 Sur 544003 Santiago, Norte de Santander;2
00055770;Patricia Roa Ortiz;Calle 4ª # 95-7 Torre 6 apartamento 35 523920 Córdoba, Nariño;3
00055594;Luz Calderón;Cl. 170B # 47-93 Sur Torre 6 apartamento 51 445217 Riohacha;4
00055526;Patricia Yina Jaramillo;Calle 152 # 9-53 151926 Soracá, Boyacá;3
00055363;Candelaria Calderón Rincón;Cl. 55 # 7-8 415731 Isnos, Huila;1
00055482;Gabriel León Mosquera;Transversal 9ª # 3W-87 152110 Saboyá, Boyacá;1
00055547;Gladys Ortiz Márquez;Cr. 4 Este # 7W-2 Sur Etapa 5 apartamento 36 191146 Balboa, Cauca;1
00055460;María García;Cr. 19Q Este # 6W-32 Sur Etapa 5 apartamento 4 151835 Susacón, Boyacá;4
00055611;María Lucía Osorio;Carrera 62 # 5-6 Local 90 196401 Sotará Paispamba, Cauca;3
00055103;Myriam Navarro Díaz;Calle 8B # 2-32 Sur 054916 Liborina, Antioquia;2
00055529;José Iván Ordóñez Hernández;Cl. 53 # 11-3 Oficina 98 052636 Zaragoza, Antioquia;2
00055044;Orlando Felipe Rojas Padilla;Calle 48 # 78-34 Este Apartamento 402 209785 Chimichagua, Cesar;3
00055641;María Martha Pérez Parra;Calle 3ª # 4-74 Sur Oficina 9 057793 El Carmen de Viboral, Antioquia;2
00055514;Maricela Elcy Rodríguez;Calle 30 # 14B-3 686399 Floridablanca, Santander;3
00055741;Lorena Rodríguez Guerrero;Cl. 25 # 94-3 Apartamento 673 864826 Puerto Leguízamo, Putumayo;4
00055212;Héctor Rojas Garzón;Calle 5ª # 77-66 Sur Torre 5 apartamento 72 854743 Sabanalarga, Casanare;4
00055304;Paola Mercedes López;Avenida carrera 4ª # 89T-46 Sur Torre 3 apartamento 560 251281 Mosquera, Cundinamarca;3
00055780;Lucía Díaz Arrieta;Calle 148 # 2-54 137953 Tiquisio, Bolívar;2
00054845;Julieth Rojas Martínez;Calle 151 # 93-5 Oficina 693 862118 Santiago, Putumayo;4
00055394;Uriel Castro;Cr. 2ª # 52-8 Oficina 39 155672 Campohermoso, Boyacá;3
00055564;Patricia Arteaga Valencia;Cl. 12 # 12-63 Este Etapa 1 apartamento 143 957706 Miraflores, Guaviare;1
00055735;Iván José Mejía Ospina;Cl. 66 # 3B-3 Sur 272787 Bojayá, Chocó;3
00055211;Estela Pinto Moreno;Cl. 153 Bis # 28-22 Sur 195256 Totoró, Cauca;4
00055446;Claudia Jiménez;Carrera 80 # 9-9 Sur 665217 Balboa, Risaralda;1
00055766;Enrique Ruiz Velasco;Av. carrera 2ª # 49-3 Este Casa 94 058149 Marinilla, Antioquia;4
00054969;Carlos Valencia Muñoz;Diagonal 6P # 7-29 Este 157714 Úmbita, Boyacá;4
00055170;Yuliana Fernanda Rodríguez Suárez;Carrera 25 # 4-84 Este Bodega 14 858324 Hato Corozal, Casanare;4
00055009;Blanca Aguilar;Carrera 191 # 8-4 Este 250195 Fusagasugá, Cundinamarca;2
00055646;Hernán Humberto García;Calle 12 # 6-40 Este 259930 Villagómez, Cundinamarca;2
00055171;Patricia Gómez Camacho;Calle 47 # 84R-90 681939 Páramo, Santander;2
00055719;Alexander Alexander Pulido;Carrera 49 # 2-5 Sur Etapa 5 apartamento 671 528679 Olaya Herrera, Nariño;2
00055259;María Martínez Castillo;Avenida calle 74 # 30-60 Sur 178651 Norcasia, Caldas;1
00054996;Beatriz Elizabeth Franco;Carrera 31L # 3-9 Sur 257900 Fúquene, Cundinamarca;3
00055693;Catalina Claudia Jiménez Rivera;Calle 128 Este # 2-9 Sur 634060 Armenia;1
00055631;Elena Salas López;Av. carrera 9ª # 1-6 Apartamento 74 050409 Urrao, Antioquia;3
00055251;Camilo David García;Cl. 1I # 5-2 Sur 086973 Tubará, Atlántico;3
00055079;Luis Luis Rangel;Carrera 32 # 30-7 Sur 158305 Socotá, Boyacá;3
00055492;Alejandra Lucía Bernal;Dg. 7ª # 75N-1 Este Torre 9 apartamento 5 735658 Coyaima, Tolima;2
00055387;Fernando Naranjo;Cl. 6T Bis H # 9-66 Sur Apartamento 160 154719 Tutazá, Boyacá;4
00055292;Paola Ordóñez Gómez;Carrera 13 # 4-7 Este Etapa 3 apartamento 58 412762 Guadalupe, Huila;2
00055188;John Gutiérrez;Av. carrera 28 # 63G-69 Sur 441720 San Juan del Cesar, La Guajira;4
00055731;Luz Ana Córdoba Ortega;Avenida carrera 2ª # 64E-1 208313 Agustín Codazzi, Cesar;4
00055497;Esperanza Jaimes Medina;Cl. 2I # 9-5 943723 Pana Pana, Guainía;1
00054951;Paola Ortiz Álvarez;Avenida carrera 153 # 4-4 Sur 974276 Yavaraté, Vaupés;1
00055587;Raúl Andrés Gutiérrez Pérez;Cl. 19T Sur # 9-2 Este Bodega 32 528790 Chachagüí, Nariño;4
00055205;David Pablo Rojas;Cr. 50 # 42-30 Este 259058 La Vega, Cundinamarca;1
00055255;Luis Fredy López;Transversal 54K # 3-20 Oficina 565 058071 La Unión, Antioquia;4
00055055;Valentina Judith Hernández García;Calle 4Z # 70-58 Este 056197 Belmira, Antioquia;1
00054825;Leidy Villamil Soto;Tr. 12 # 7G-5 Sur 251609 El Peñón, Cundinamarca;3
00055675;Liliana Castaño Valencia;Cl. 43 # 1-4 Apto. 167 767212 Restrepo, Valle del Cauca;2
00054889;Eduardo Álvaro Fernández Buitrago;Carrera 119X Este # 8-75 Casa 44 816541 Tame, Arauca;1
00055264;José Jorge Jaimes Gutiérrez;Av. Bogotá, D.C. # 5-27 084432 Malambo, Atlántico;4
00055488;Héctor Hernández;Cr. 8 Este # 5-8 Este Etapa 6 apartamento 3 196560 Mercaderes, Cauca;3
00055612;Alexander Hugo Delgado;Cr. 61 # 4-21 134664 Barranco de Loba, Bolívar;1
00055447;Gladys Paola Martínez;Av. carrera 165 # 2-91 Este 158909 Nobsa, Boyacá;2
00054906;David Álvarez Aguirre;Av. Vichada # 1-61 202136 La Jagua de Ibirico, Cesar;3
00055687;Eugenia Osorio;Calle 77Q # 4S-5 Local 77 417216 Yaguará, Huila;4
00055245;María Clara Navarro Rosero;Tr. 194 # 21G-65 766528 Florida, Valle del Cauca;4
00055518;Edith García;Carrera 87 # 3-9 Sur Apto. 187 665037 Pueblo Rico, Risaralda;4
00055146;Leonel Rojas;Cr. 82D # 27-4 Local 629 520082 Santa Bárbara, Nariño;4
00055804;Libia Martha Castillo;Av. calle 48 # 9-49 Oficina 97 152318 Sativanorte, Boyacá;2
00055015;Erika Gutiérrez;Cl. 139 # 94-4 Este 237916 Los Córdobas, Córdoba;4
00054978;Azucena María Rodríguez Jiménez;Avenida carrera 2ª # 46X-1 Casa 6 189869 La Montañita, Caquetá;2
00055465;Ignacio Pinzón;Calle 4C # 71P-3 Este Apartamento 80 050925 San Luis, Antioquia;2
00055244;Valentina Catalina García;Calle 132J # 17-2 Sur 975166 Pacoa, Vaupés;2
00055550;Liliana Ana Hoyos Trujillo;Av. carrera 83 # 71-95 Sur 520490 La Llanada, Nariño;2
00054923;Diana Ordóñez;Calle 186L # 5-13 Este 666777 Belén de Umbría, Risaralda;4
00054859;Hernando Ortega;Avenida calle 8ª # 6-1 Etapa 2 apartamento 5 855015 Sácama, Casanare;3
00055777;María Álvarez Pérez;Av. Rosas # 25-7 Sur Etapa 4 apartamento 94 158301 Páez, Boyacá;1
00055208;Vladimir Wilmer Serna;Av. calle 105 # 7-83 Este 137993 El Carmen de Bolívar, Bolívar;2
00054849;Carmen Sánchez Pérez;Carrera 135 # 59-8 Sur 544602 Puerto Santander, Norte de Santander;4
00055118;Alfonso Andrés Torres;Cr. 173 Bis J # 83-24 Sur Etapa 5 apartamento 68 057265 Yolombó, Antioquia;2
00055608;Henry Galeano;Avenida carrera 74 # 79-2 Sur 527844 Ancuya, Nariño;1
00055147;José Ávila Guzmán;Calle 115Z # 58-94 Torre 4 apartamento 6 050307 Campamento, Antioquia;1
00055381;Miryam Francy Arias;Carrera 46 # 32-47 470673 El Banco, Magdalena;1
00055787;Juan Obando;Av. carrera 28 # 4-91 Este Apto. 9 734976 Coello, Tolima;3
00054916;Edith Quintero;Tr. 76 # 74-8 Casa 57 051942 Mutatá, Antioquia;2
00055064;Camila Giraldo;Calle 2ª # 2-5 Este 058108 Puerto Triunfo, Antioquia;1
00055407;Jhony Segundo Pineda;Cr. 33 # 38-32 Sur Apartamento 98 702429 Los Palmitos, Sucre;1
00055736;Luis Danilo Muñoz Sánchez;Diagonal 150N # 89V-4 Sur Apartamento 3 203895 Tamalameque, Cesar;4
00055275;Luis Juan Garzón;Avenida Ramírez # 2-2 Sur 632665 Quimbaya, Quindío;4
00055301;Tatiana Hurtado Mejía;Carrera 93A Este # 67-80 Este 683471 Santa Helena del Opón, Santander;4
00055128;Nancy Mena;Av. carrera 120 # 84-2 Casa 63 171449 San José, Caldas;3
00055335;Luz Lida Ortiz Chaparro;Calle 135 # 14-49 Este 153394 Santa Sofía, Boyacá;1
00055348;Olga María Villamizar Hernández;Avenida calle 13 # 6M-4 Sur Local 381 472299 Pijiño del Carmen, Magdalena;4
00055655;Alexander Jaime Zapata Paz;Calle 194B Bis D # 11-2 523873 Roberto Payán, Nariño;1
00055273;Emilio Luis Sánchez;Cl. 47 # 1-2 Torre 9 apartamento 68 156364 Pisba, Boyacá;2
00055083;Ernesto León Escobar;Carrera 85 # 5I-7 Apartamento 30 683486 Oiba, Santander;2
00055233;León Benítez Castaño;Dg. 133U # 1Y-4 Sur Apartamento 12 545101 Villa del Rosario, Norte de Santander;1
00055107;Julieth Bernal;Cl. 7 Este # 2-5 Sur Bodega 232 083970 Barranquilla;4
00055467;Patricia Diana Ramos;Carrera 4ª # 4-1 274112 Bahía Solano, Chocó;1
00055798;Andrés Gustavo Álvarez Moreno;Av. Norte de Santander # 22-20 Sur Apartamento 1 417931 Tarqui, Huila;1
00055403;Carlos Antonio Ospina Guerra;Carrera 81X # 5-18 Local 44 196076 Villa Rica, Cauca;3
00054892;Sandra Lorena Fuentes Delgado;Diagonal 5 Bis # 3-75 Sur Torre 4 apartamento 9 155813 Chíquiza, Boyacá;4
00054956;Horacio Garcés Fajardo;Cl. 148S # 2J-96 Este Torre 2 apartamento 522 254756 Anolaima, Cundinamarca;3
00055690;Cristina Fabiola Vásquez Arroyo;Av. Hoyos # 43Y-72 Sur Casa 6 916494 La Victoria, Amazonas;2
00054936;Manuel Mendoza Ramírez;Cl. 150 # 2W-7 Este 471523 Concordia, Magdalena;2
00055409;Jaime Juan Díaz;Diagonal 83 # 91-6 Sur 050942 Zaragoza, Antioquia;4
00055217;Lucía Barrios;Cr. 2ª # 5-7 Etapa 8 apartamento 79 053946 Tarso, Antioquia;1
00055271;Arley Jorge Torres;Avenida carrera 141 # 55-17 Oficina 719 525133 El Charco, Nariño;2
00055043;Angie Maldonado;Cr. 9ª # 5-62 Este Oficina 74 155240 Pajarito, Boyacá;1
00054901;Julio Ortiz Correa;Calle 78 # 56-93 520350 La Llanada, Nariño;1
00055819;Alexander Juan Orozco;Tr. 89 # 73L-6 Sur Apto. 177 252904 Cachipay, Cundinamarca;4
00054995;Patricia Ruiz Palacios;Cl. 30 # 8N-7 Este 050935 Girardota, Antioquia;3
00055653;María Lucía Morales Velasco;Cl. 6A # 9-31 Este 056653 Guatapé, Antioquia;3
00055595;Lucía Ana Ortiz;Carrera 9 Sur # 8-1 Este Apto. 847 762906 Palmira, Valle del Cauca;3
00055750;Magaly Esther Ríos;Cr. 65S # 1I-47 Sur 738206 Rioblanco, Tolima;2
00054984;Esther Andrea Castro;Avenida Azucena Muñoz Giraldo # 70-58 206476 Manaure Balcón del Cesar, Cesar;4
00055102;Rodolfo Brayan Hernández;Carrera 107L # 5-94 Sur Apto. 3 230074 Momil, Córdoba;4
00055816;Camilo Jesús García;Cr. 38 # 92-52 Este Apartamento 42 440484 Villanueva, La Guajira;1
00055785;Mauricio Antonio Villamizar;Calle 9ª # 85G-4 Este Casa 11 762915 Sevilla, Valle del Cauca;1
00055004;Andrea Quintero Rojas;Cl. 198 # 52-32 Local 117 733205 Chaparral, Tolima;1
00055099;Harold Jhonatan Gómez;Av. carrera 17 # 9-43 Apartamento 62 504001 Lejanías, Meta;1
00055778;Judith Parra Pérez;Cr. 23 # 9-8 916764 La Chorrera, Amazonas;4
00055349;Felipe Barbosa Pérez;Carrera 99 # 5-65 Este 546837 Durania, Norte de Santander;2
00055399;Jorge Sánchez Ortiz;Cl. 40G # 6-7 Este Apartamento 77 252170 Guayabetal, Cundinamarca;1
00055377;Leidy Yurany Espitia;Cl. 47 # 64-12 Bodega 9 254196 Chaguaní, Cundinamarca;4
00055056;Julieth María Ortiz Rico;Cr. 6ª # 8-8 Este Casa 51 474184 San Zenón, Magdalena;4
00055042;Cecilia María Sánchez;Transversal 172 # 9-5 Este 475971 Santa Marta;1
00055329;Mery Sandra Cabrera;Cr. 166 # 12-58 Sur 416435 Rivera, Huila;2
00055554;Mirian Elena Ramírez;Carrera 3ª # 4-84 251482 Cajicá, Cundinamarca;4
00054824;Dario Fernando Arias Corredor;Carrera 16 # 2-2 Este 734202 Rovira, Tolima;4
00055474;Ernesto Ramírez;Calle 47 # 39-82 Casa 9 275440 Sipí, Chocó;3
00054939;José Valencia;Calle 3ª # 60-74 Este Apartamento 78 700466 Galeras, Sucre;2
00055074;Frank Antonio Rendón;Calle 171T # 3-9 Sur 685659 Güepsa, Santander;2
00055582;Olga Moreno;Cr. 4ª # 79V-4 Sur 853968 Chámeza, Casanare;1
00055050;Tatiana Carolina Herrera;Transversal 94 # 75O-86 Torre 8 apartamento 11 684837 Páramo, Santander;2
00055814;Jaime Alejandro Palacios;Cl. 61 # 1O-4 Este 257689 Lenguazaque, Cundinamarca;2
00055066;Cindy Acosta González;Cr. 26 # 4-8 Sur 200785 Becerril, Cesar;2
00055077;Elena Alba Ramírez;Tr. 185Z # 77-9 Sur Oficina 32 528781 Magüí, Nariño;2
00054843;Alveiro Eduar Vargas Palacio;Calle 100S # 56-4 Sur 947870 Cacahual, Guainía;1
00055476;Alfredo Vega;Diagonal 6H # 3-2 273721 Alto Baudó, Chocó;1
00055411;Augusto Alexander Muñoz Ruiz;Av. carrera 153 # 7-87 Sur Oficina 8 738946 San Luis, Tolima;2
00055811;Alfonso Neider Prada;Diagonal 108Z # 4E-4 Este Apto. 51 414593 Teruel, Huila;2
00055332;Janeth Rojas;Cr. 51 Bis # 35-4 Casa 8 258764 Anapoima, Cundinamarca;3
00055060;Andrés Enrique Moreno;Carrera 58 # 5-2 Etapa 5 apartamento 9 059865 Argelia, Antioquia;1
00055091;María Tatiana Vargas Vargas;Calle 6M Bis # 75-6 Sur Casa 24 250808 Fusagasugá, Cundinamarca;1
00055710;Gloria Diana Jaramillo Riascos;Cr. 121 # 86-6 419314 Algeciras, Huila;1
00054846;Ferney Álvarez;Avenida calle 6ª # 46-9 Etapa 9 apartamento 5 761385 Yotoco, Valle del Cauca;3
00055106;Oswaldo Pacheco Vélez;Transversal 82 # 41-96 Este 253753 Fosca, Cundinamarca;2
00055045;Angie Quiroz;Carrera 15Q # 33S-21 Este Bodega 20 473466 Remolino, Magdalena;4
00054934;Sandra Melissa Medina Becerra;Cr. 160 # 2-5 Sur 134843 Santa Cruz de Mompox, Bolívar;4
00055605;Constanza Zapata;Calle 72 # 9-39 Bodega 47 233674 Montelíbano, Córdoba;1
00055020;Sandra Ruiz Valencia;Diagonal 151 # 4-52 Este Oficina 4 051058 Abriaquí, Antioquia;1
00055223;David Vargas Vélez;Cl. 22 # 2-58 418220 La Argentina, Huila;4
00055206;Lady Martha Bolaños González;Calle 91D Bis # 58-4 Sur 197994 Santa Rosa, Cauca;3
00055461;David Jairo Prieto Pineda;Av. calle 1ª # 50-4 869921 Mocoa;1
00055622;Olga Valentina Vargas Sarmiento;Cr. 84 # 64-4 239917 Montelíbano, Córdoba;4
00054879;Cristobal Juan Posada Orozco;Carrera 24 # 9-32 Este Apartamento 5 505360 Cabuyaro, Meta;1
00055506;Jorge Arnulfo Agudelo;Cr. 3O # 21-27 Sur Casa 9 253237 Beltrán, Cundinamarca;4
00055676;Marta Luz Ortiz Duque;Tr. 78 # 86-9 Este 730226 Valle de San Juan, Tolima;3
00054986;Miriam López Ruiz;Cr. 15V Este # 45-25 Apto. 7 053762 Jericó, Antioquia;2
00055269;Esther Tatiana Duque;Carrera 89 # 1M-6 Apartamento 1 156548 Monguí, Boyacá;3
00054921;Alejandra Lorena Guevara García;Dg. 111 # 6-86 054738 Salgar, Antioquia;1
00055390;Ignacio Vásquez;Cr. 45 Este # 9-32 977713 Yavaraté, Vaupés;3
00055759;Stella Nataly Murillo Hernández;Cl. 103 Este # 5-8 Este 152354 Pisba, Boyacá;2
00055812;Amanda Ana Delgado;Cl. 168 # 9-80 Este Apto. 4 234586 Puerto Escondido, Córdoba;3
00055696;Luz Rivera García;Carrera 19Y # 8S-23 Apto. 17 151210 Tunja;2
00055586;Iván Luis Mosquera;Cr. 34 # 13-2 Este Local 26 154139 Santa Rosa de Viterbo, Boyacá;3
00055673;Francisco Trujillo;Carrera 66 # 55-1 Este Apto. 574 683047 El Playón, Santander;2
00055573;Albeiro Jiménez;Calle 7R # 8N-5 253570 Mosquera, Cundinamarca;1
00055260;Jaime Alejandro Pinto;Cr. 7ª # 5-2 Sur 209349 Pelaya, Cesar;3
00054949;Fernando Salas Ortiz;Calle 3ª # 57-5 Este Casa 57 158425 Muzo, Boyacá;4
00055654;Johana Rosa Ramírez Rivera;Cr. 8L Este # 11-30 Local 825 057431 Cáceres, Antioquia;1
00055115;Gustavo Arnulfo Martínez Beltrán;Cr. 9 Bis # 84-3 Sur Local 6 637965 Quimbaya, Quindío;1
00054830;Antonio Nelson Camacho;Avenida carrera 6ª # 9-2 058085 Bello, Antioquia;2
00055379;María Esther Alzate Jiménez;Cl. 175 # 85-78 Sur Apartamento 729 250769 Tausa, Cundinamarca;1
00055375;Ángela Muñoz;Cr. 28X # 63-4 Sur Torre 3 apartamento 15 088657 Tubará, Atlántico;4
00055606;Olga Stella González;Cr. 59 # 24-5 230381 Tuchín, Córdoba;2
00055365;Enrique Carlos Cantillo;Avenida carrera 6ª # 71G-7 Casa 7 154821 Togüí, Boyacá;2
